t_s,q_rad,dq_rad_s,current_a
1.5575739639998574,0.0,0.0,-0.02
1.5676789810004266,0.0,0.0,-0.07
1.5777699500004019,0.0,0.0,-0.1
1.5882842680002796,0.0,0.0,-0.05
1.5983761329998742,0.0,0.0,-0.06
1.6084728610003367,0.0,0.0,-0.12
1.6185678940000798,0.0,0.0,-0.05
1.6286579659999916,0.0,0.0,-0.09
1.6387444540005163,0.0,0.0,-0.05
1.6488499510005568,0.0,0.0,-0.11
1.65891979800017,0.0,0.0,-0.06
1.6690472489999593,0.0,0.0,-0.09
1.6791404570003579,0.0,0.0,-0.03
1.6922043189997567,0.0,0.0,-0.03
1.7022773670005336,0.0,0.0,0.0
1.7123466060002102,0.0,0.0,-0.08
1.7224175090004792,0.0,0.0,-0.07
1.7325013730005594,0.0,0.0,-0.08
1.7425750600004903,0.0,0.0,-0.07
1.7526578679999147,0.0,0.0,-0.13
1.762743844000397,0.0,0.0,0.04
1.7728311000000758,0.0,-0.07479982508547127,-0.07
1.7829223250000723,0.0,-0.07479982508547127,-0.08
1.7929982519999612,0.0,0.07479982508547127,-0.04
1.8030745960004424,0.0,0.0,-0.01
1.8131509390004794,0.0,0.0,-0.03
1.8232553469997583,0.0,0.0,-0.07
1.8363142170001083,0.0,0.0,0.01
1.8464096970001265,0.0,0.0,-0.01
1.8564885360001426,0.0,0.0,-0.01
1.8665630539999256,0.0,0.0,-0.01
1.8766510140003447,0.0,0.0,0.03
1.886736285000552,0.0,0.0,-0.07
1.8968176850003147,0.0,0.0,-0.01
1.9069105079997826,0.0,0.0,-0.03
1.9170024040004137,0.0,0.0,-0.07
1.9270767309999428,0.0,0.0,0.01
1.93717150700013,0.0,0.0,-0.05
1.9472662509997463,0.0,0.0,-0.05
1.9573528020000595,0.0,0.0,-0.04
1.967443321999781,0.0,0.0,-0.03
1.9775323049998406,0.0,0.0,-0.03
1.9876153690001956,0.0,0.0,-0.01
1.997701056000551,0.0,0.0,-0.01
2.0077858149998065,0.0,0.0,-0.06
2.017891888000122,0.0,0.0,-0.11
2.0279809989997375,0.0,0.0,-0.06
2.038079007000306,0.0,0.0,-0.02
2.0481738790003874,0.0,0.0,-0.05
2.058244558000297,0.0,0.0,-0.03
2.0683206129997416,0.0,0.0,-0.03
2.07842022099976,0.0,0.0,-0.04
2.088512821000222,0.0,0.0,-0.04
2.0985884600004283,0.0,0.0,-0.04
2.1086973159999616,0.0,0.0,-0.06
2.1187786190002953,0.0,0.0,0.0
2.1288847240002724,0.0,0.0,-0.04
2.1389737389999937,0.0,0.0,-0.03
2.149044898000284,0.0,0.0,-0.07
2.1591199290005534,0.0,0.0,-0.02
2.1692006559997026,0.0,0.0,-0.03
2.179286215000502,0.0,0.0,-0.05
2.1893893440001193,0.0,0.0,-0.05
2.199479830999735,0.0,0.0,-0.02
2.209577487000388,0.0,0.0,-0.06
2.219675047000237,0.0,0.0,-0.04
2.229755295000359,0.0,0.0,-0.01
2.2398211090003315,0.0,0.0,-0.05
2.2498925239997334,0.0,0.0,-0.05
2.2599704989997917,0.0,0.0,-0.02
2.2701808970005004,0.0,0.0,-0.07
2.2802629360003266,0.0,0.0,-0.1
2.2903443350005546,0.0,0.0,-0.07
2.300429414000064,0.0,0.0,-0.07
2.3105210860003353,0.0,0.0,-0.04
2.3206056850003733,0.0,0.0,-0.07
2.3306993090000105,0.0,0.0,-0.03
2.3407907569999225,0.0,0.0,-0.08
2.350883965000321,0.0,0.0,-0.08
2.3609760520002965,0.0,0.0,-0.08
2.3710580599999957,0.0,0.0,-0.04
2.3811439390001397,0.0,0.0,-0.14
2.3912428109997563,0.0,0.0,-0.06
2.4013364669999646,0.0,0.0,-0.03
2.4114503159999003,0.0,0.0,-0.07
2.4215456680003626,0.0,0.0,-0.07
2.4343310189997283,0.0,0.0,-0.07
2.44437177600048,0.0,0.0,-0.05
2.454436246000114,0.0,0.0,-0.07
2.4645084280000447,0.0,0.0,-0.03
2.4745857950001664,0.0,0.0,-0.06
2.4846617220000553,0.0,0.0,-0.11
2.494750578000094,0.0,0.0,-0.07
2.5048322970005756,0.0,0.0,-0.03
2.5149126719998094,0.0,0.0,-0.07
2.5249879590001,0.0,0.0,-0.04
2.535071342000265,0.0,0.0,-0.06
2.5451461490001748,0.0,0.0,-0.07
2.5552424930001507,0.0,0.0,-0.01
2.565330933000041,0.0,0.0,-0.02
2.5754161400000157,0.0,0.0,-0.08
2.58551427600014,0.0,0.0,-0.07
2.6016080260005765,0.0,0.0,-0.08
2.615606370000023,0.0,0.0,-0.04
2.6257315789998756,0.0,0.0,-0.01
2.6358307390000846,0.0,0.0,-0.08
2.6459076580003966,0.0,0.0,-0.11
2.6559716800002207,0.0,0.0,0.0
2.66605666400028,0.0,0.0,-0.04
2.6761358550002114,0.0,0.0,-0.03
2.686228743000356,0.0,0.0,-0.07
2.7024512360003428,0.0,0.0,-0.07
2.7125333390004016,0.0,0.0,-0.11
2.722602609000205,0.0,0.0,-0.04
2.7326652880001348,0.0,0.0,-0.02
2.742743327000426,0.0,0.0,-0.01
2.7528240219999134,0.0,0.0,-0.04
2.7629142530004174,0.0,0.0,-0.04
2.7729977010003495,0.0,0.0,-0.02
2.783071130999815,0.0,0.0,-0.05
2.7931419060005283,0.0,0.0,-0.05
2.8032135129997187,0.0,0.0,-0.04
2.8132992640003067,0.0,0.0,-0.06
2.8233957990005365,0.0,0.0,-0.08
2.8335083029996895,0.0,0.0,-0.11
2.8435961340001086,0.0,0.0,-0.02
2.8536681880004835,0.0,0.0,-0.06
2.8637355700002445,0.0,0.0,-0.04
2.873804840000048,0.0,0.0,-0.07
2.8838794220000636,0.0,0.0,-0.05
2.893954741000016,0.0,0.07479982508547127,-0.09
2.904045356000097,0.0,0.0,-0.05
2.914169956000478,0.0,0.0,-0.05
2.9242457870004728,0.0,0.0,-0.04
2.934318448999875,0.0,0.0,-0.12
2.944394918999933,0.0,0.0,-0.07
2.954471005000414,0.0,0.0,-0.12
2.9645425790004083,0.0,0.0,-0.02
2.974613768999916,0.0,0.0,-0.01
2.9846884799999316,0.0,0.0,-0.08
2.9947643739997147,0.0,0.0,-0.04
3.0048476609999852,0.0,0.0,-0.08
3.015046665000227,0.0,0.0,-0.05
3.0252223730003607,0.0,0.0,-0.05
3.038119249000374,0.0,0.0,0.01
3.0482084240002223,0.0,0.0,-0.1
3.0582988790001764,0.0,0.0,-0.08
3.0683807890000026,0.0,0.0,-0.05
3.0784700280000834,0.0,0.0,-0.07
3.088557218999995,0.0,0.0,-0.02
3.0986477380001816,0.0,0.0,-0.03
3.1087216799996895,0.0,0.0,-0.02
3.1188014150002346,0.0,0.0,-0.05
3.1289100470003177,0.0,0.0,-0.06
3.1390097499997864,0.0,0.0,-0.07
3.1521171650001634,0.0,0.0,-0.1
3.162227077999887,0.0,0.0,-0.04
3.1723003160004737,0.0,0.0,-0.05
3.182382162000067,0.0,0.0,-0.05
3.192457000000104,0.0,0.0,-0.06
3.2025371509998877,0.0,0.0,-0.07
3.2126335580005616,0.0,0.0,-0.03
3.2227376780001578,0.0,0.0,-0.13
3.2333733460000076,0.0,0.0,-0.04
3.243479194000429,0.0,0.0,-0.04
3.2535614250000435,0.0,0.0,-0.04
3.2636495110000396,0.0,0.0,-0.03
3.2737218210004357,0.0,0.0,-0.04
3.2838141009997344,0.0,0.0,0.04
3.2939014519997727,0.0,0.0,-0.08
3.303987809999853,0.0,0.0,-0.15
3.3140589360000376,0.0,0.0,-0.06
3.3241430230000333,0.0,0.0,-0.01
3.3342313339999237,0.0,0.0,-0.07
3.344316445000004,0.0,0.0,-0.02
3.354404020000402,0.0,0.0,-0.04
3.3644923310002923,0.0,0.0,-0.04
3.3745779210003093,0.0,0.0,-0.06
3.3846653360005803,0.0,0.0,-0.07
3.394751183000153,0.0,0.0,-0.02
3.404836165999768,0.0,0.0,-0.06
3.414908700000524,0.0,0.0,-0.05
3.4249775540001792,0.0,0.0,-0.07
3.435069353000472,0.0,0.0,-0.05
3.4460843690003458,0.0,0.0,-0.03
3.456175784000152,0.0,0.0,-0.06
3.466247102000125,0.0,0.0,-0.07
3.476317972000288,0.0,0.0,-0.01
3.486390793999817,0.0,0.0,-0.03
3.496469409000383,0.0,0.0,0.01
3.506540438999764,0.0,0.0,-0.02
3.5166115330002867,0.0,-0.07479982508547127,-0.06
3.5266793299997516,0.0,0.0,-0.06
3.5367484719999993,0.0,0.0,-0.01
3.5468284309999945,0.0,0.0,0.01
3.5569138620003287,0.0,0.0,-0.01
3.5670043489999443,0.0,0.0,-0.03
3.5770864510004685,0.0,0.0,-0.06
3.5871779939998305,0.0,0.0,-0.01
3.5972683210002288,0.0,0.0,-0.03
3.607344376000583,0.0,0.0,-0.01
3.617442798999946,0.0,0.0,-0.02
3.6275592390002203,0.0,0.0,0.0
3.637655870999879,0.0,0.0,-0.04
3.6477531740001723,0.0,0.0,-0.05
3.6578450050001265,0.0,0.0,-0.05
3.6679257320001852,0.0,0.0,-0.01
3.6779944259997137,0.0,0.0,0.0
3.6880799210002806,0.0,0.0,-0.08
3.698163783000382,0.0,0.0,-0.04
3.7082287009998254,0.0,0.0,-0.02
3.7183199880000757,0.0,0.0,-0.05
3.7284040109998386,0.0,0.0,-0.04
3.73848982599975,0.0,0.0,-0.05
3.7485587110004417,0.0,0.0,-0.02
3.7586631510002917,0.0,0.0,-0.03
3.7687609029999294,0.0,0.0,-0.01
3.7788584300005823,0.0,0.0,-0.06
3.78894987700005,0.0,0.0,-0.03
3.7991628030003994,0.0,0.0,-0.03
3.809301420000338,0.0,0.0,0.01
3.8194087399997443,0.0,-0.07479982508547127,-0.06
3.829504025999995,0.0,-0.07479982508547127,-0.07
3.8396127539999725,0.0,0.0,-0.04
3.8497069200002443,0.0,0.0,-0.1
3.8598270399998,0.0,0.0,-0.04
3.8700485420004043,0.0,0.0,-0.01
3.88039549000041,0.0,0.0,-0.05
3.891353734000404,0.0,0.0,-0.02
3.9014436120005485,0.0,0.0,-0.06
3.9115388030004397,0.0,0.0,-0.07
3.921645162000459,0.0,0.0,-0.03
3.93174720099978,0.0,0.0,-0.01
3.941857017000075,0.0,0.0,-0.09
3.9519376150001335,0.0,0.0,-0.05
3.96200819600017,0.0,0.0,-0.04
3.972076953999931,0.0,0.0,-0.04
3.9821489109999675,0.0,0.0,-0.07
3.992220611999983,0.0,0.0,-0.1
4.002313562999916,0.0,0.0,-0.02
4.012419857999703,0.0,0.0,-0.04
4.022513896999953,0.0,0.0,-0.05
4.032581982000011,0.0,0.0,-0.08
4.042661043999942,0.0,0.0,-0.05
4.052730473000338,0.0,0.0,-0.09
4.062814142999741,0.0,0.0,-0.03
4.072926998999719,0.0,0.0,-0.09
4.083030157999929,0.0,0.0,-0.05
4.093143973999759,0.0,0.0,-0.11
4.103250076999757,0.0,0.0,-0.04
4.113349363999987,0.0,0.0,-0.03
4.123446347000026,0.0,0.0,-0.07
4.133542209000552,0.0,0.0,-0.05
4.143631447999724,0.0,0.0,-0.04
4.153739215000314,0.0,0.0,-0.03
4.16382957299993,0.0,0.0,-0.04
4.17391295500056,0.0,0.0,-0.04
4.184000658000514,0.0,0.0,-0.02
4.194068967000021,0.0,0.0,0.0
4.20413778800048,0.0,0.0,-0.05
4.214218930000243,0.0,0.0,0.0
4.2242929680005545,0.0,0.0,-0.06
4.2343714220005495,0.0,0.0,-0.05
4.244447859000502,0.0,0.0,-0.05
4.254545513999801,0.0,0.0,-0.05
4.264680322999993,0.0,0.0,-0.05
4.274772793000011,0.0,0.0,-0.07
4.28481518100034,0.0,0.0,-0.02
4.294884355000249,0.0,0.0,-0.07
4.3049590000000535,0.0,0.0,-0.07
4.315058670999861,0.0,0.0,-0.08
4.325145445000089,0.0,0.0,-0.03
4.33526911700028,0.0,0.0,0.02
4.345349074999831,0.0,-0.07479982508547127,-0.06
4.355420841000523,0.0,0.0,-0.05
4.365520000000288,0.0,0.0,-0.06
4.378249954000239,0.0,0.0,-0.07
4.388341144000151,0.0,0.0,-0.03
4.398441807000381,0.0,0.0,-0.05
4.40851165300046,0.0,0.0,-0.03
4.41859183500037,0.0,0.0,-0.07
4.428684432999944,0.0,0.0,-0.03
4.438790535999942,0.0,0.0,-0.05
4.448888830999749,0.0,0.0,-0.1
4.4589851740001905,0.0,0.0,-0.02
4.469076332000441,0.0,0.0,-0.1
4.479167683000014,0.0,0.0,-0.07
4.489266393999969,0.0,0.0,-0.01
4.499352175999775,0.0,0.0,-0.09
4.509427078000044,0.0,0.0,0.05
4.519541181000022,0.0,-0.07479982508547127,-0.08
4.53110982599992,0.0,0.07479982508547127,-0.07
4.541221753999707,0.0,0.0,-0.07
4.551319760000297,0.0,0.0,0.0
4.561389733999931,0.0,0.0,0.0
4.571464411000306,0.0,0.0,-0.03
4.5815436650000265,0.0,0.0,-0.04
4.591626342999916,0.0,0.0,-0.08
4.601725182000337,0.0,0.0,-0.05
4.612849963000372,0.0,0.0,-0.05
4.622946850000517,0.0,0.0,0.0
4.633034903999942,0.0,0.0,-0.03
4.643102830000316,0.0,0.0,-0.03
4.653209349000463,0.0,0.0,-0.08
4.663293659000374,0.0,0.0,-0.02
4.673429172000397,0.0,0.0,-0.09
4.68358378999983,0.0,0.0,-0.04
4.693755176000195,0.0,0.0,-0.06
4.703832189999957,0.0,0.0,-0.06
4.71390222700029,0.0,0.0,-0.06
4.7239725529998395,0.0,0.0,0.0
4.7340696629999,0.0,0.0,-0.04
4.744162005999897,0.0,0.0,-0.07
4.754260525000063,0.0,0.0,-0.1
4.764368803999787,0.0,0.0,-0.06
4.774471706999975,0.0,0.0,-0.07
4.78455131300052,0.0,0.0,-0.06
4.794636775000072,0.0,-0.07479982508547127,-0.03
4.804709725000066,0.0,0.0,-0.02
4.814779121999891,0.0,0.0,-0.04
4.824862567000309,0.0,0.0,-0.04
4.834983679000288,0.0,0.0,-0.09
4.84508242100037,0.0,0.0,-0.05
4.855174667000028,0.0,0.0,-0.07
4.865247519999684,0.0,0.0,-0.1
4.875314324000101,0.0,0.0,-0.06
4.885387336999884,0.0,0.0,-0.02
4.895479902999796,0.0,0.0,-0.04
4.9055676690004475,0.0,0.0,-0.03
4.9156468580004,0.0,0.0,-0.03
4.925729534999846,0.0,0.0,-0.03
4.935815189000095,0.0,0.0,-0.07
4.94590506700024,0.0,0.0,-0.04
4.955987840000489,0.0,0.0,-0.06
4.966066644999955,0.0,0.0,-0.03
4.976148267000099,0.0,0.0,-0.07
4.986243393000223,0.0,0.0,-0.02
4.996333815000071,0.0,0.0,-0.04
5.006442701000196,0.0,0.0,-0.07
5.016535714999918,0.0,0.0,-0.04
5.026624281000295,0.0,0.0,-0.04
5.038104344000203,0.0,0.0,-0.08
5.048201966999841,0.0,0.0,-0.05
5.058294276999732,0.0,-0.07479982508547127,-0.02
5.068374778000361,0.0,0.0,-0.03
5.078449806999743,0.0,0.0,-0.03
5.088521251999737,0.0,0.0,-0.02
5.098599865000324,0.0,0.0,0.0
5.108694159000152,0.0,0.0,-0.04
5.118770724000569,0.0,0.0,0.0
5.128859993999868,0.0,0.0,-0.11
5.138960400000542,0.0,0.07479982508547127,-0.09
5.149085128000479,0.0,0.0,-0.05
5.159167517000242,0.0,0.0,-0.03
5.169250513999941,0.0,0.0,-0.06
5.179328455999894,0.0,0.0,-0.02
5.189398620000247,0.0,0.0,-0.04
5.199477361999925,0.0,0.0,0.0
5.209579719999965,0.0,0.0,-0.06
5.219668605999686,0.0,0.0,-0.07
5.229764308000085,0.0,0.0,-0.1
5.239854985999955,0.0,0.0,-0.05
5.249934079000013,0.0,0.0,-0.1
5.26000514000043,0.0,0.0,-0.06
5.270087400999728,0.0,0.0,-0.09
5.280165277999913,0.0,0.0,-0.07
5.29024789200048,0.0,0.0,-0.09
5.300323784999819,0.0,0.07479982508547127,-0.09
5.3104077099997085,0.0,0.07479982508547127,-0.02
5.320486131000507,0.0,0.07479982508547127,-0.02
5.330565961000502,0.0,0.07479982508547127,-0.07
5.34064137400037,0.0,0.0,-0.04
5.350723731000471,0.0,0.0,-0.03
5.360798184000487,0.0,0.0,-0.06
5.370876509000482,0.0,0.0,-0.12
5.3809538420000536,0.0,0.07479982508547127,-0.13
5.391039463999732,0.0,0.07479982508547127,-0.09
5.40111558100034,0.0,0.07479982508547127,-0.02
5.41119905800042,0.0,0.07479982508547127,-0.07
5.42127450299995,0.0,0.0,-0.12
5.431355613000051,0.0,0.14959965017094254,-0.09
5.441434194000067,0.0017453292519943296,0.2243994752564138,-0.16
5.4526493149996895,0.0017453292519943296,0.2243994752564138,-0.11
5.462747929000216,0.0017453292519943296,0.2991993003418851,-0.13
5.472824782999851,0.0017453292519943296,0.14959965017094254,-0.08
5.48290435600029,0.003490658503988659,0.14959965017094254,-0.09
5.492983001000539,0.003490658503988659,0.14959965017094254,-0.05
5.503060654000365,0.003490658503988659,0.07479982508547127,-0.03
5.513154244000361,0.003490658503988659,0.07479982508547127,-0.07
5.523255322000296,0.003490658503988659,0.14959965017094254,-0.09
5.533356849000484,0.003490658503988659,0.14959965017094254,-0.09
5.543456583000079,0.003490658503988659,0.14959965017094254,0.0
5.553552637000394,0.003490658503988659,0.0,-0.07
5.5636226739998165,0.005235987755982989,0.07479982508547127,-0.08
5.573704422999981,0.005235987755982989,0.14959965017094254,-0.12
5.583776860000398,0.005235987755982989,0.14959965017094254,-0.03
5.5938415850005185,0.005235987755982989,0.14959965017094254,-0.1
5.603907781000089,0.005235987755982989,0.14959965017094254,-0.05
5.613994747000106,0.005235987755982989,0.14959965017094254,-0.17
5.6241061620003165,0.005235987755982989,0.2243994752564138,-0.17
5.634204744000272,0.006981317007977318,0.3739991254273563,-0.15
5.644307614000354,0.006981317007977318,0.5983986006837702,-0.15
5.654396947999885,0.010471975511965978,0.8975979010256552,-0.22
5.664479594000113,0.012217304763960308,1.4211966766239539,-0.27
5.6760297090004315,0.015707963267948967,1.8699956271367817,-0.26
5.686116642000343,0.015707963267948967,1.8699956271367817,-0.3
5.6961893990001045,0.020943951023931956,2.543194052906023,-0.35000000000000003
5.706251659999907,0.026179938779914945,3.291192303760736,-0.4
5.716316032000577,0.03490658503988659,4.637589155299219,-0.48
5.726385973000106,0.04537856055185257,6.208385482094115,-0.64
5.736455592999846,0.05934119456780721,7.479982508547127,-0.8
5.746534783000243,0.06981317007977318,7.031183558034298,-0.8
5.759542511000291,0.07679448708775051,4.5627893302137466,-0.71
5.769621571999778,0.07679448708775051,4.413189680042805,-0.44
5.7796858800002155,0.08028514559173917,2.0943951023931953,-0.56
5.789755437000167,0.08028514559173917,1.944795452222253,-0.23
5.799828801999865,0.08028514559173917,0.5983986006837702,-0.48
5.8099053030000505,0.08028514559173917,0.5235987755982988,-0.36
5.8199934200001735,0.08028514559173917,0.07479982508547127,-0.47000000000000003
5.830053888000293,0.08028514559173917,0.0,-0.46
5.840132371999971,0.08028514559173917,0.0,-0.48
5.850200488000155,0.08028514559173917,0.0,-0.49
5.860273692999726,0.08028514559173917,0.07479982508547127,-0.48
5.8703465449998475,0.08203047484373349,0.07479982508547127,-0.49
5.880422565000117,0.08203047484373349,0.2243994752564138,-0.54
5.890497786000196,0.08377580409572782,0.5235987755982988,-0.52
5.900582703000509,0.08377580409572782,0.822798075940184,-0.49
5.910656547000144,0.08726646259971647,1.1967972013675403,-0.56
5.920733623999695,0.08901179185171082,1.5707963267948963,-0.62
5.930808780000007,0.0942477796076938,2.1691949274786664,-0.66
5.940880480000487,0.09948376736367678,2.9919930034188504,-0.74
5.950965429000462,0.10646508437165411,3.8147910793590345,-0.81
5.9610415460001605,0.11519173063162576,4.936788455641104,-0.75
5.971132991000559,0.12566370614359174,6.133585657008643,-1.1400000000000001
5.981213492000279,0.12566370614359174,6.133585657008643,-0.85
5.991312424999705,0.13788101090755203,6.881583907863356,-1.11
6.00369087099989,0.13788101090755203,6.8067840827778845,-1.12
6.013866289000362,0.14486232791552936,5.086388105812046,-0.97
6.0239449979999335,0.1466076571675237,4.936788455641104,-0.56
6.034035579000374,0.14835298641951802,2.543194052906023,-0.84
6.044116590999693,0.14835298641951802,2.3935944027350806,-0.7000000000000001
6.054200067999773,0.15009831567151233,0.4487989505128276,-0.77
6.064316955000322,0.15009831567151233,0.3739991254273563,-0.14
6.074392911000359,0.15009831567151233,0.2991993003418851,-0.77
6.084487717000229,0.15009831567151233,0.2243994752564138,-0.8
6.094582681999782,0.15009831567151233,0.0,-0.86
6.10465857500003,0.15009831567151233,0.0,-0.8300000000000001
6.114722563000214,0.15009831567151233,0.0,-0.72
6.124827128000106,0.15009831567151233,-0.07479982508547127,-0.8200000000000001
6.134916654000335,0.15009831567151233,0.07479982508547127,-0.77
6.145010819000163,0.15009831567151233,-0.07479982508547127,-0.8
6.1551288900000145,0.15009831567151233,0.07479982508547127,-0.8300000000000001
6.165226830999927,0.15009831567151233,0.07479982508547127,-0.8200000000000001
6.175329925000369,0.15009831567151233,0.14959965017094254,-0.8
6.185424954999689,0.15009831567151233,0.14959965017094254,-0.61
