t,q,dq,tau
19.8811,-0.68341,-0.00733,-0.01221
19.8912,-0.68303,0.00733,-0.01221
19.9013,-0.68341,-0.02198,-0.01709
19.9114,-0.68341,0.00733,-0.00733
19.9215,-0.68341,0.00733,-0.01221
19.9316,-0.68341,-0.00733,-0.01709
19.9417,-0.68341,-0.02198,-0.01221
19.9518,-0.68341,-0.00733,-0.01221
19.9619,-0.68341,-0.00733,-0.01709
19.972,-0.68341,-0.00733,-0.01221
19.9821,-0.68341,-0.00733,-0.01221
19.9922,-0.68341,-0.00733,-0.01709
20.0023,-0.68341,-0.02198,-0.01221
20.0124,-0.68341,-0.00733,-0.01221
20.0226,-0.68341,0.00733,-0.01221
20.0327,-0.68341,-0.00733,-0.01221
20.0429,-0.68341,-0.00733,-0.01221
20.053,-0.68341,-0.02198,-0.01221
20.0631,-0.68341,-0.00733,-0.01221
20.0732,-0.68341,-0.00733,-0.01221
20.0833,-0.68341,-0.00733,-0.01221
20.0934,-0.68341,-0.00733,-0.01221
20.1035,-0.68341,0.00733,-0.01221
20.1136,-0.68341,0.00733,-0.01709
20.1237,-0.68341,-0.00733,-0.01221
20.1338,-0.68341,-0.00733,-0.01221
20.1439,-0.68341,-0.00733,-0.01221
20.154,-0.68341,-0.00733,-0.01221
20.1641,-0.68341,-0.00733,-0.01221
20.1742,-0.68341,-0.00733,-0.01221
20.1843,-0.68341,0.00733,-0.01221
20.1944,-0.68341,0.00733,-0.01221
20.2045,-0.68341,-0.00733,-0.01221
20.2146,-0.68341,-0.02198,-0.01221
20.2266,-0.68341,0.00733,-0.01221
20.2385,-0.68341,0.00733,-0.01221
20.2487,-0.68303,0.00733,-0.01221
20.2588,-0.68341,0.00733,-0.01221
20.2689,-0.68341,-0.00733,-0.01221
20.279,-0.68341,0.00733,-0.01221
20.2891,-0.68341,-0.00733,-0.01221
20.2992,-0.68341,0.00733,-0.01221
20.3093,-0.68341,0.00733,-0.01221
20.3194,-0.68341,-0.00733,-0.01221
20.3314,-0.68303,0.00733,-0.01221
20.3415,-0.68341,-0.02198,-0.01221
20.3516,-0.68341,-0.00733,-0.00733
20.3659,-0.68341,0.02198,-0.01221
20.376,-0.68341,-0.02198,-0.01221
20.3861,-0.68341,0.00733,-0.01221
20.3962,-0.68341,-0.00733,-0.01709
20.4063,-0.68341,-0.00733,-0.01221
20.4164,-0.68341,-0.00733,-0.01709
20.4265,-0.68341,-0.00733,-0.01709
20.4366,-0.68341,0.00733,-0.01221
20.4467,-0.68341,-0.00733,-0.01221
20.4568,-0.68341,-0.00733,-0.01221
20.4669,-0.68341,0.00733,-0.01221
20.4769,-0.68341,-0.00733,-0.01221
20.4873,-0.68341,-0.00733,-0.01221
20.4974,-0.68341,-0.00733,-0.01221
20.5074,-0.68341,-0.02198,-0.01221
20.5175,-0.68341,0.00733,-0.01221
20.5276,-0.68341,-0.00733,-0.01709
20.5377,-0.68341,-0.00733,-0.01709
20.548,-0.68341,-0.00733,-0.01221
20.558,-0.68341,0.00733,-0.01221
20.5681,-0.68341,0.00733,-0.01709
20.5783,-0.68341,-0.00733,-0.01709
20.5884,-0.68341,-0.00733,-0.01221
20.5997,-0.68303,0.00733,-0.01221
20.6098,-0.68341,-0.00733,-0.01221
20.6227,-0.68341,-0.05128,-0.01221
20.6328,-0.68341,-0.00733,-0.01221
20.6429,-0.68341,-0.02198,-0.01221
20.6529,-0.68341,0.00733,-0.01709
20.663,-0.68341,0.00733,-0.01221
20.6731,-0.68341,-0.02198,-0.01221
20.6832,-0.68341,-0.00733,-0.01709
20.6933,-0.68341,-0.00733,-0.01221
20.7069,-0.68341,-0.00733,-0.01221
20.7171,-0.68341,-0.00733,-0.01221
20.7272,-0.68341,-0.00733,-0.01221
20.7373,-0.68341,-0.02198,-0.01221
20.7474,-0.68341,-0.00733,-0.01709
20.7575,-0.68341,-0.00733,-0.01709
20.7676,-0.68341,0.00733,-0.01221
20.7777,-0.68341,-0.02198,-0.01709
20.788,-0.68341,-0.02198,-0.01709
20.7981,-0.68303,0.02198,-0.01221
20.8082,-0.68341,-0.00733,-0.01221
20.8183,-0.68303,0.00733,-0.01221
20.8284,-0.68341,0.00733,-0.01221
20.8385,-0.68341,-0.00733,-0.00733
20.8486,-0.68341,0.00733,-0.01221
20.8586,-0.68341,-0.00733,-0.01221
20.8687,-0.68341,-0.00733,-0.01221
20.8788,-0.68341,-0.00733,-0.01709
20.8889,-0.68341,-0.00733,-0.01221
20.899,-0.68341,-0.00733,-0.01221
20.9157,-0.68341,-0.00733,-0.01709
20.9257,-0.68341,-0.02198,-0.01709
20.9358,-0.68341,-0.00733,-0.01221
20.9459,-0.68341,-0.00733,-0.01221
20.956,-0.68341,-0.02198,-0.01221
20.9661,-0.68341,0.00733,-0.01709
20.9762,-0.68341,0.00733,-0.01709
20.9863,-0.68341,-0.00733,-0.01221
20.9964,-0.68341,0.00733,-0.01221
21.0065,-0.68341,-0.00733,-0.01221
21.0166,-0.68341,-0.00733,-0.01221
21.0266,-0.68341,-0.00733,-0.01709
21.0367,-0.68341,-0.00733,-0.01221
21.0468,-0.68341,-0.00733,-0.01221
21.0569,-0.68341,0.00733,-0.01221
21.067,-0.68303,-0.00733,-0.01221
21.0771,-0.68341,-0.00733,-0.01709
21.0872,-0.68341,-0.00733,-0.00733
21.0973,-0.68341,-0.00733,-0.01221
21.1073,-0.68341,-0.02198,-0.01221
21.1174,-0.68341,-0.00733,-0.01221
21.1275,-0.68341,-0.02198,-0.01709
21.1376,-0.68341,-0.02198,-0.01709
21.1477,-0.68341,-0.00733,-0.01221
21.1577,-0.68341,0.00733,-0.01221
21.1678,-0.68341,-0.00733,-0.01221
21.1779,-0.68341,0.00733,-0.01221
21.188,-0.68341,0.00733,-0.01221
21.1981,-0.68341,-0.03663,-0.01221
21.2082,-0.68341,-0.02198,-0.01709
21.2183,-0.68341,-0.00733,-0.01709
21.2283,-0.68341,-0.00733,-0.01709
21.2384,-0.68341,-0.00733,-0.01221
21.2485,-0.68341,-0.00733,-0.01221
21.2586,-0.68341,-0.02198,-0.01709
21.2689,-0.68341,-0.00733,-0.01221
21.279,-0.68341,-0.00733,-0.01221
21.2891,-0.68341,-0.00733,-0.01221
21.2992,-0.68341,-0.00733,-0.01221
21.3093,-0.68341,0.00733,-0.01221
21.3193,-0.68341,0.00733,-0.01221
21.3294,-0.68341,-0.00733,-0.01709
21.3395,-0.68341,-0.00733,-0.01221
21.3496,-0.68341,-0.00733,-0.01221
21.3597,-0.68341,-0.00733,-0.01221
